title,link,keywords,views,thumbnails,channel_name,channel_id,publish_date,description
[세계를 보다]‘기업형’ 변신 아프리카 해적 | 뉴스A,/watch?v=dk-3mv2ALVI,기업형|아프리카|해적,12146,https://i.ytimg.com/vi/dk-3mv2ALVI/sddefault.jpg,채널A 뉴스,UCfq4V1DAuaojnr2ryvWNysw,2021-08-08,"[세계를 보다]‘기업형’ 변신 아프리카 해적

우리 국민들이 서아프리카 해상에서 잇달아 해적에 납치되고 있습니다. 파병 중에 코로나가 한바탕 쓸고 갔던 청해부대 역시, 구출작전에 투입됐는데요. 서아프리카 해역에서 무슨 일이 벌어지고 있는 건지. [세계를 보다] 김윤수 기자입니다.

○ 기사 보기
http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000261344

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램 방송시간]

〈평일〉
08시 50분 김진의 돌직구 쇼
12시 00분 뉴스A 라이브
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 10분 토요랭킹쇼·뉴스A 라이브
19시 00분 뉴스A

#채널A뉴스 #뉴스A #세계를보다 #아프리카해적

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews"
목포 '초고속 델타 전파' 사례…4분 겹치고도 감염 / JTBC 뉴스룸,/watch?v=kLnX5CA8FtY,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|오대영|안나경|한민용|코로나19|코로나|코로나 신규|신규 확진|신규 확진자|누적 확진자|비수도권|수도권|COVID|COVID19|방역|거리두기|거리두기 단계|거리두기 4단계|수도권 감염|거리두기 연장|영업제한|백신|백신 접종,12688,https://i.ytimg.com/vi/kLnX5CA8FtY/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"보신 대로 비수도권 상황도 많이 심각해졌습니다. 급기야 부산은 모레(10일) 화요일부터 거리두기를 4단계로 올리기로 했습니다. 또 전남 목포에선 델타 변이의 무서움을 보여주는 사례가 하나 더 나왔는데, 한 공간에 딱 4분 같이 있었다고 감염됐습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/296/NB12019296.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#유한울기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[친절한 뉴스] 김밥·밀면집 식중독은 살모넬라균 때문…“계란 조심” / KBS 2021.08.09.,/watch?v=w2P19sS5swk,폭염|음식물 관리|식중독|살모넬라균|조리도구|kbs뉴스|kbs 뉴스|kbs news|kbs|뉴스|뉴스12,12145,https://i.ytimg.com/vi/w2P19sS5swk/hqdefault.jpg,KBS News,UCcQTRi69dsVYHN3exePtZ1A,2021-08-08,"계속된 폭염에 음식물 관리에도 신경쓰셔야겠습니다. 최근 경기도의 김밥집과 부산 밀면집 등에서  집단 식중독 환자가 수백 명 발생했는데요, 식약처가  환자 가검물과 조리도구 등을 검사했더니 살모넬라균이 검출됐습니다. 특히 계란 등 알류는 살모넬라균에 더 취약하다는데요,  어떤 점을 어떻게 주의해야 하는지 정지주 기자가 정리했습니다.

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5251893

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#음식물관리 #폭염 #식중독"
[날씨] 강원·영동 태풍 영향…해안가 태풍주의보 발령 (2021.08.08/뉴스데스크/MBC),/watch?v=osFBCVmb2qo,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|날씨|폭염|소나기|무더위|태풍,11809,https://i.ytimg.com/vi/osFBCVmb2qo/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"오후부터 상당히 많은  지역에 소나기가 오고 있습니다. 이렇게 여의도 일대에도 벼락을 동반한 세찬 소나기가 내렸고요. 지금도 곳곳에 소나기가 내리다 그치기를 반복하고 있는 가운데 동해안에는 폭발적으로 비구름이 발달하고 있습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292008_34936.html

#날씨, #폭염, #소나기"
[뉴스9 날씨] 내일까지 동해안 많은 비 주의하세요! / KBS 2021.08.08.,/watch?v=bnm9QroHyjY,날씨|태풍|동해안|비|강풍|강원도|강수량|기상캐스터|기상청|내일 날씨|kbs뉴스|kbs 뉴스|kbs news|kbs|뉴스|뉴스9,11151,https://i.ytimg.com/vi/bnm9QroHyjY/sddefault.jpg,KBS News,UCcQTRi69dsVYHN3exePtZ1A,2021-08-08,"동해안지역은 내일까지 많은 비와 강풍에 대비하셔야겠습니다.

태풍 루핏은 일본 규슈 부근에 상륙할 것으로 예상되지만, 태풍이 북상하면서 동풍이 강해져 동해안지역에 강한 비가 쏟아지고 있는데요.

 내일까지 영동과 영남 해안, 울릉도, 독도엔 50에서 최고 250밀리미터의 많은 비가 내리겠고, 벼락이 치면서 시간당 50밀리미터 이상의 집중호우가 쏟아지는 곳도 있겠습니다.

그 밖의 남부지방에도 10에서 70, 영서와 충북에도 5에서 40밀리미터의 비가 내리겠습니다.

 수도권과 충남은 흐리기만 하겠지만 그 밖의 지역은 밤까지 비가 오는 곳이 많겠습니다.

 서울의 아침기온은 서울 25도 등 열대야가 나타나는 곳이 있겠고, 낮기온은 서울, 대전 33도까지  오르겠습니다.

 남부 해안지역도 열대야가 이어지겠고, 광주와 대구 33도, 부산 32도로 오늘보다 3-4도가량 높겠습니다.

 바다의 물결은 동해 바깥 먼 바다에서 최고 6미터까지 매우 거세게 일겠습니다.

 모레부터는 폭염 기세도 한풀 꺾이겠습니다.

서울의 아침기온 25도 아래로 내려가며 열대야가 수그러들겠고, 낮기온도 30도 정도로 낮아지겠습니다.

 기상정보였습니다.

 노은지 기상캐스터
 (그래픽:이주혁)

▣ KBS 기사 원문보기 : http://news.kbs.co.kr/news/view.do?ncd=5251406

▣ 제보 하기
◇ 카카오톡 : 'KBS제보' 검색
◇ 전화 : 02-781-1234
◇ 홈페이지 : https://goo.gl/4bWbkG
◇ 이메일 : kbs1234@kbs.co.kr

#날씨 #태풍 #폭우"
신규 확진 1천492명‥일요일 기준 '최다' - [LIVE] MBC 12뉴스 2021년 08월 09일,/watch?v=1TyLv_Z3UMg,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|930뉴스|12시뉴스|930|12시,11436,https://i.ytimg.com/vi/1TyLv_Z3UMg/sddefault.jpg?v=6110937e,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"신규 확진 1천492명‥일요일 기준 '최다' - [LIVE] MBC 12뉴스 2021년 08월 09일

""뉴스는 삶이다”

함께 분노하고, 함께 감시하고, 함께 연대하고, 함께 응원합니다. 

MBC뉴스데스크는 매일 저녁 7시 40분부터 저녁 9시까지 80분 동안 진행되며,

당일 핵심 뉴스를 다루는 1부와 심층 기획물을 보도하는 2부로 나뉘어 방송됩니다.

[평일]
05시 58분 MBC 뉴스투데이 1부
06시 25분 MBC 뉴스투데이 2부
09시 35분 MBC 930뉴스
12시 00분 MBC 12뉴스 
13시 50분 MBC 뉴스외전
17시 00분 MBC 5뉴스
19시 40분 MBC 뉴스데스크 1부
20시 30분 MBC 뉴스데스크 2부

[토요일]
07시 00분 MBC 뉴스투데이
12시 00분 MBC 뉴스
19시 55분 MBC 뉴스데스크

[일요일]
07시 00분 MBC 뉴스
12시 00분 MBC 뉴스
19시 50분 MBC 뉴스데스크

라이브 시각은 유튜브 편성 기준이며 당일 TV편성에 따라 달라질 수 있습니다.
MBC 뉴스는 페이스북을 통해서도 보실 수 있습니다,
https://www.facebook.com/MBCnews/

#12시뉴스 #코로나19 #일요일기준최다"
[자막뉴스] 파티 한창이었던 선상카페...단속반 앞에 드러난 장면 / YTN,/watch?v=9eLdxF_TRa8,source:영상|type:디지털|genre:사회|format:기타|series:자막뉴스,9858,https://i.ytimg.com/vi/9eLdxF_TRa8/sddefault.jpg,YTN news,UChlgI3UHCOnwUGzWzbJ3H5w,2021-08-08,"지난 금요일 밤, 서울 압구정동의 한강 선상카페.

SNS에서 올린 파티 영상과 카페의 DM을 통해 예약한 손님들의 '루프탑 파티'가 한창입니다.

마스크도 제대로 안 쓰고 춤추는가 하면 3명 이상 모인 파티 테이블도 있습니다.

서울시와 자치구, 경찰, 소방서 등의 합동단속반이 들이닥쳤습니다.

그제야 음악이 꺼지고, 카페 관계자들이 손님들에게 마스크를 쓰라고 소리를 질렀습니다.

단속반은 3인 이상 모임 금지 등 방역수칙을 위반한 손님 20여 명에게는 과태료를, 일반음식점인 업소를 클럽처럼 운영한 업주는 식품위생법 위반으로 형사처벌할 예정입니다.

밤 10시 이후에 문을 잠그고 몰래 영업하던 중랑구 면목동의 한 노래연습장도 적발됐습니다.

중랑구는 손님과 업주 등 12명을 감염병예방법 위반으로 경찰에 고발하고 행정처분할 계획입니다.

서울시와 자치구, 경찰, 소방서 등이 지난 금요일 밤 8시에서 12시까지 79개 업소를 합동 단속한 결과입니다.

서울시는 단속에 앞서 제보를 토대로 이들 업소에서 잠복 근무를 하기도 했습니다.

또 앞으로도 시민 제보, 유관 기관과의 협조를 통해 방역수칙 위반 단속 활동을 이어나갈 계획입니다.

YTN 이상순입니다.

▶ 기사 원문 : https://www.ytn.co.kr/_ln/0134_202108082138386980
▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php

▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ

ⓒ YTN & YTN plus 무단 전재 및 재배포금지"
"신규 확진 '일요일 최다'…""전국 대유행 우려"" (2021.08.09/뉴스투데이/MBC)",/watch?v=OQ19bCGnkFg,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|코로나|확진자|거리두기,9506,https://i.ytimg.com/vi/OQ19bCGnkFg/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"오늘 코로나19 신규 확진자는 1,500명을 넘길 것으로 예상됩니다. 역대 일요일 기준 가장 많은 숫자입니다.

정부는 확산세가 전국으로 퍼져나가고 있다면서 4차 대유행 장기화를 우려하고 있습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6291908_34943.html

#코로나, #확진자, #거리두기"
[뉴스룸 모아보기] 무서운 델타 변이 전파력…4분 겹치고도 감염 / JTBC News,/watch?v=ix6OqnO5Ef4,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|코로나19 증상|코로나19|코로나|코로나 신규|신규 확진|신규 확진자|누적 확진자|비수도권|수도권|COVID|COVID19|방역|거리두기|거리두기 단계|거리두기 4단계|수도권 감염|거리두기 연장|영업제한|백신|백신 접종,9476,https://i.ytimg.com/vi/ix6OqnO5Ef4/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"1. 역대 주말 최고치…비수도권 첫 700명대 0:00

코로나19 신규 확진자 1729명 (8일 0시 기준)

역대 주말 기준 최고 수치

비수도권 확산세 늘어

4차 대유행 이후 최고치 703명

도심은 비어도 북적이는 휴가지

[권덕철/보건복지부 장관 : 휴가지에서 복귀하는 분들의 진단검사 건수가 증가하고 있고… 집단감염이 발생하여 다시 확산세로 돌아설 조짐마저 (보이고 있습니다.)]

대표적 휴가지 부산, 모레부터 4단계 긴급 격상

해운대 등 해수욕장 22일까지 모두 폐쇄

2. 목포 '초고속 델타 전파' 사례…4분 겹치고도 감염 0:47

보신 대로 비수도권 상황도 많이 심각해졌습니다. 급기야 부산은 모레(10일) 화요일부터 거리두기를 4단계로 올리기로 했습니다. 또 전남 목포에선 델타 변이의 무서움을 보여주는 사례가 하나 더 나왔는데, 한 공간에 딱 4분 같이 있었다고 감염됐습니다.

3. 또 방역 일탈…한강 선상 카페서 '노마스크 파티' 2:23

이렇게 델타 변이가 무서운 기세로 퍼지고 있는데 방역 지침 어기고 유흥 즐기는 사람들, 꼭 있습니다. 지난 번엔 호텔 수영장에서 파티가 벌어지더니, 이번엔 한강 선상 카페입니다. 마스크도 안 쓰고 파티 즐기던 사람들이 또 무더기로 적발됐습니다.

▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#뉴스룸모아보기 #초고속 델타 전파 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
"""내가 도울 차례"" 최재형 아내 눈물 글썽…여야 후보 가족 전면에 [뉴스 7]",/watch?v=cKb1djA372Q,TV조선|티비조선|조선일보|종편|종합편성|TV조선뉴스|뉴스|뉴스프로그램|NEWS|채널19|CH19|뉴스9|뉴스7|포커스|신동욱|윤우리,16435,https://i.ytimg.com/vi/cKb1djA372Q/hqdefault.jpg,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,2021-08-08,"선거철이 되면 후보 가족들이 지원하는 경우가 많죠. 국민의힘 최재형 후보의 아내는 첫 인터뷰에서 눈물을 글썽이며 ""이제는 내가 도울 차례""라고 밝힌 뒤, 홀로 호남 찾았습니다. 처가 관련 논란에 가족들을 공개하지 않고 있는 윤석열 후보와 차별화 행보라는 관측이 나옵니다. 

[Ch.19]  사실을 보고 진실을 말합니다.

👍🏻 공식 홈페이지 http://news.tvchosun.com/
👍🏻 공식  페이스북 https://www.facebook.com/tvchosunnews/
👍🏻 공식 트위터 https://twitter.com/TVChosunNews

* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)"
상수도 사각지대…'폭염에 물까지 말라' (2021.08.09/뉴스투데이/MBC),/watch?v=ViMSCqdZLvc,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|폭염|상수도|지역M,8427,https://i.ytimg.com/vi/ViMSCqdZLvc/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-08,"기록적인 폭염에, 마시고 씻을 물조차 없어 이중고를 겪고 있는 사람들이 적지 않습니다.

상수도가 나오지 않는 곳에 사는 사람들 이야기인데 이런 상황에 처해있는 사람들만 전국적으로 30만 명이 넘습니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292085_34943.html

#폭염, #상수도, #지역M"
"""욕했다""며 길 가던 남성 무참히 살해…경찰, 50대 체포 [뉴스 7]",/watch?v=_l9idYn3_IQ,TV조선|티비조선|조선일보|종편|종합편성|TV조선뉴스|뉴스|뉴스프로그램|NEWS|채널19|CH19|뉴스9|뉴스7|포커스|신동욱|윤우리,48751,https://i.ytimg.com/vi/_l9idYn3_IQ/sddefault.jpg,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,2021-08-08,"오늘 새벽 서울 영등포에서 길 가던 행인을 무참히 살해한 50대 남성이 긴급 체포됐습니다. 잔혹한 범행을 저지른 이유가 ""욕설을 들어 화가 났다""는 것이라고 합니다. 

[Ch.19]  사실을 보고 진실을 말합니다.

👍🏻 공식 홈페이지 http://news.tvchosun.com/
👍🏻 공식  페이스북 https://www.facebook.com/tvchosunnews/
👍🏻 공식 트위터 https://twitter.com/TVChosunNews

* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)"
좌표찍기 당한 與 이상민…친문보다 더 심한 ‘친명’? | 뉴스A 라이브,/watch?v=pPnJirohLgE,이상민|좌표찍기|친명,7407,https://i.ytimg.com/vi/pPnJirohLgE/sddefault.jpg,채널A 뉴스,UCfq4V1DAuaojnr2ryvWNysw,2021-08-08,"좌표찍기 당한 與 이상민…친문보다 더 심한 ‘친명’?

■ 방송 : 채널A 뉴스A 라이브 (12:00~13:20)
■ 방송일 : 2021년 8월 9일 (월요일)
■ 진행 : 황순욱 앵커
■ 출연 : 양문석 공공미디어연구소 이사장, 장윤미 변호사, 천하람 변호사  

[황순욱 앵커]
이재명 지사가 네거티브 중단 선언까지 하면서 노력을 하고 있는 가운데. 민주당 선관위원장인 이상민 의원이 일부 이재명 지지자들로부터 욕설 공격을 받고 있다는 소식이 전해졌습니다. 대체 어떤 이유인지 확인해보시죠. 들으신 것처럼 이재명 지사에게 지사직 사퇴를 권유한 더불어민주당의 이상민 선관위원장입니다. 이후에 이 위원장의 SNS에는 이재명 지사 지지자들의 욕설 댓글들이 수도 없이 이어졌다고 하는데요. 심지어 장애를 가진 이상민 의원을 비하하는 표현이 등장하는가 하면. 하루 수백 통씩 욕설과 인신공격성 문자 폭탄도 계속 쏟아지고 있다고 합니다. 이에 진중권 전 동양대 교수는 문재인 강성 지지자들을 능가하는 이재명 강성 지지자들이라고 지적을 하기도 했습니다. 그런데 지지하는 그 마음은 이해하지만 이런 행동들이 이재명 지사에게는 굉장히 좋지 않은 영향을 끼칠 수도 있을 거 같은데요. 어떻습니까. 
--------------------------------------------
* 위 텍스트는 실제 토크 내용의 일부분입니다. 전체 토크 내용은 동영상으로 확인하시기 바랍니다.
* 정리=정우식 인턴

○ 기사 보기
http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000261418

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램 방송시간]

〈평일〉
08시 50분 김진의 돌직구 쇼
12시 00분 뉴스A 라이브
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 10분 토요랭킹쇼·뉴스A 라이브
19시 00분 뉴스A

#채널A뉴스 #뉴스A라이브 #뉴스alive #이성민 #이재명지사직사퇴 #친명

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews"
그날 짜릿한 박근혜 복수극을 안주로 질펀하게 술을 마신 두 명의 판사는 누구일까?,/watch?v=F6rqcfV308A,#김기수|#프리덤뉴스|이상로|#이상로,7582,https://i.ytimg.com/vi/F6rqcfV308A/sddefault.jpg?v=61105826,프리덤뉴스,UCCW6jdja9l1sJyKzT21tIzQ,2021-08-08,"구독 및 후원 
KEB하나은행 107-910017-23704 예금주(주)프리덤뉴스
https://www.ihappynanum.com/Nanum/B/NXYRO257XP
페이팔(paypal) freedomnews2020@gmail.com"
[날씨] 곳곳에 소나기…태풍 영향에 동해안 '호우특보' / SBS,/watch?v=bvqwVObLfiA,KOREA NEWS|Korean News|News Network|SBS|SBS NEWS|SBS 뉴스|SEOUL BROADCASTING SYSTEM|yt:cc=on|곳곳|대한민국 뉴스|동해안|서울|서울 방송|소나기|에스비에스|에스비에스 뉴스|일본|태풍|호우특보,7314,https://i.ytimg.com/vi/bvqwVObLfiA/hqdefault.jpg,SBS 뉴스,UCkinYTS9IHqOEwR1Sze2JTw,2021-08-08,"계속되는 찜통더위 속에 중부지방 곳곳에는 소나기가 지나고 있습니다.
대기가 불안정하기 때문인데요, 앞으로 밤까지 소나기가 조금 더 이어지겠습니다.
한편 태풍이 일본을 향하면서 간접 영향을 받는 동해안 지방에는 강한 비가 쏟아지고 있고요, 호우특보가 내려져 있습니다.

원문 기사 더보기 
https://news.sbs.co.kr/y/?id=N1006422293
 

#SBS뉴스 #8뉴스 #소나기

▶SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube 
▶SBS 뉴스 라이브 : https://n.sbs.co.kr/youtubeLive , https://n.sbs.co.kr/live 

▶SBS 뉴스 제보하기
홈페이지: https://n.sbs.co.kr/inform 
애플리케이션: 'SBS뉴스' 앱 설치하고 제보 - https://n.sbs.co.kr/App 
카카오톡: 'SBS뉴스'와 친구 맺고 채팅 - https://pf.kakao.com/_ewsdq/chat 
페이스북: 'SBS뉴스' 메시지 전송 - https://www.facebook.com/sbs8news 
이메일: sbs8news@sbs.co.kr 
문자: #6000 
전화: 02-2113-6000 

홈페이지: https://news.sbs.co.kr/ 
페이스북: https://www.facebook.com/sbs8news 
트위터: https://www.twitter.com/sbs8news
카카오톡: https://pf.kakao.com/_ewsdq
인스타그램: https://www.instagram.com/sbsnews"
[날씨] 전국 흐리고 무더위…강원·동해안 태풍 영향 많은 비 / JTBC 뉴스룸,/watch?v=Ior_t1-1HUI,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영,8478,https://i.ytimg.com/vi/Ior_t1-1HUI/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-08,"내일(9일) 전국이 흐린 가운데 강원도와 동해안에는 제9호 태풍 '루핏'의 영향으로 많은 비가 내리겠습니다.

강원 영동엔 천둥 번개와 함께 시간당 50mm의 강한 비로 호우특보가 내려질 가능성도 있습니다.

서쪽 지역은 낮 최고기온이 35도까지 오르는 등 무더위가 이어집니다.
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)"
[풀영상] 특집 뉴스9 : 도쿄올림픽 폐막…우정과 존중·확진자 급증 - 2021년 8월 8일(일) / KBS,/watch?v=GNfjEfyGCTM,ASF|도쿄올림픽|올림픽폐막|백신예약|kbs뉴스|kbs 뉴스|kbs news|kbs|뉴스|뉴스9,6800,https://i.ytimg.com/vi/GNfjEfyGCTM/hqdefault.jpg,KBS News,UCcQTRi69dsVYHN3exePtZ1A,2021-08-08,"[2021년 8월 8일(일) 주요뉴스]
· 도쿄올림픽 폐막…우정과 존중·확진자 급증
· 18∼49살 내일부터 접종 예약…신규 확진 1,729명
· 태풍 영향 동해안 폭우…내일까지 최대 250mm↑
· 석 달 만에 돼지열병 또 발생…물가상승 우려

KBS1, KBS2TV에서 선별된 뉴스, 시사, 다큐멘터리 프로그램들을 365일 24시간 실시간으로 전해드립니다. 

▣ 실시간 편성정보(Schedule) : https://goo.gl/DRTpbv

▣ KBS 뉴스 보기
 ◇ PC : http://news.kbs.co.kr
 ◇ 모바일 : http://mn.kbs.co.kr

▣ 제보안내
 ◇ 카카오톡에서 'KBS뉴스' 검색
 ◇ 전화: 02-781-1234
 ◇ 홈페이지: https://goo.gl/4bWbkG
 ◇ 이메일: kbs1234@kbs.co.kr

▣ KBS뉴스 유튜브 구독하기 : https://goo.gl/qCWZjZ
▣ KBS뉴스 유튜브 커뮤니티 : https://goo.gl/6yko39

#도쿄올림픽 #백신예약 #ASF"
"좁은 엘리베이터 안에 목까지 빗물 차올라…""재난영화 같았다 / 연합뉴스 (Yonhapnews)",/watch?v=Ke_u2dOP0mo,연합뉴스|yonhapnews|뉴스|영상|이슈|디지털|news|화제|미국|네브래스카주|오마하|폭우|우박|엘리베이터|사고,9464,https://i.ytimg.com/vi/Ke_u2dOP0mo/hqdefault.jpg,연합뉴스 Yonhapnews,UCj3_t5p4L4aFsvdW3uHjnnw,2021-08-09,"좁은 엘리베이터 안에 목까지 빗물 차올라…""재난영화 같았다""
    (서울=연합뉴스) 폭우로 불어난 빗물이 엘리베이터 안으로 밀려들면서 탑승객의 목까지 차오른 위급한 순간이 카메라에 잡혔습니다. 

    9일(현지시간) ABC방송 등에 따르면 네브래스카주 오마하에 사는 토니 루와 그의 친구 두 명은 지난 7일 밤 10시쯤 홍수 피해 상황을 직접 확인해보려고 아파트 엘리베이터를 탔습니다.

    그러나 엘리베이터가 로비 층에 도착하자 문이 열리기도 전에 빗물이 환풍기를 통해 엘리베이터 안으로 순식간에 쏟아져 들어왔고 문은 열리지 않았습니다.

    루가 당시 찍은 영상을 보면 물이 목 바로 밑까지 차 있었고, 친구 한 명이 휴대전화로 긴급하게 구조 요청을 하고 있는데요.

    루도 절박한 심정으로 해당 아파트에서 관리 업무를 보는 친구에게 전화로 도움을 요청했습니다. 

    다행히 루의 친구 3명이 구조대보다 현장에 먼저 도착해 엘리베이터 문을 강제로 열었고 일행은 다친 곳 없이 현장을 벗어날 수 있었습니다. 루는 당시를 회상하며 ""마치 영화 속 한 장면 같았다""고 밝혔습니다.

    영상으로 보시죠.

    [제작: 박혜진·김도희]
    [영상: RealTonyLuu·itsjimmieontv·jaredsuxx_ 트위터]


#연합뉴스 #미국_폭우 #엘리베이터_사고

◆ 연합뉴스 유튜브  : https://www.youtube.com/yonhap
◆ 연합뉴스 홈페이지→ http://www.yna.co.kr/
◆ 연합뉴스 페이스북→ https://www.facebook.com/yonhap/
◆ 연합뉴스 인스타 : https://goo.gl/UbqiQb
◆ 연합뉴스 비디오메타 채널https://www.youtube.com/channel/UCTMCrbtHU0M0SR6TuBrL4Pw"
