video_info_title,video_info_link,video_info_keywords,video_info_views,video_info_thumbnails,video_info_author,video_info_channelId,video_info_publish_date,video_info_description,video_info_summary_data
[신선한 경제] '라면이 380원?'…마트보다 싼 편의점 (2021.08.10/뉴스투데이/MBC),/watch?v=5bI73LlJ7Ow,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|편의점|저가 마케팅,87070,https://i.ytimg.com/vi/5bI73LlJ7Ow/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"화제의 경제 뉴스를 빠르게 전달해 드리는 '신선한 경제' 시간입니다.
예전엔 편의점 물건은 일반 마트보다 비싸다는 인식이 있었는데요. 

https://imnews.imbc.com/replay/2021/nwtoday/article/6292344_34943.html
#편의점, #저가마케팅 #신선한경제",저가마케팅 신선한경제
"세월호 특검 ""자료조작 의혹 증거 없어""…불기소 결론 [뉴스 9]",/watch?v=z3I7tcLE6DE,TV조선|티비조선|조선일보|종편|종합편성|TV조선뉴스|뉴스|뉴스프로그램|NEWS|채널19|CH19|뉴스9|뉴스7|포커스|신동욱|윤우리,2000,https://i.ytimg.com/vi/z3I7tcLE6DE/sddefault.jpg,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,2021-08-10,"세월호 참사 당시 CCTV와 이 CCTV 저장 장치가 조작됐다는 의혹을 수사해 온 특검이 3개월에 걸친 수사를 마무리하고, ""조작 혐의가 없다""고 결론 내렸습니다. 1310시간에 이르는 분량 전체를 국과수가 엄밀하게 검증했지만 화면을 조작했다는 의혹은 사실이 아니었다는 겁니다.

특검이 이렇게 판단한 더 자세한 이유는 한송원 기자가 설명하겠습니다. 


[Ch.19]  사실을 보고 진실을 말합니다.

👍🏻 공식 홈페이지 http://news.tvchosun.com/
👍🏻 공식  페이스북 https://www.facebook.com/tvchosunnews/
👍🏻 공식 트위터 https://twitter.com/TVChosunNews

* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)",조선일보 종합편성
병원 현실 | 여러분은 진짜뉴스를 보시나요? 233명 확진 앵무새 뉴스,/watch?v=DS-T-2fbE8g,코로나|바이러스|코로나19|미국|los angeles|미국뉴스|신규 확진|233명|미국병원|미국 병원 현실|무증상|코로나19 미국현황|코로나19 국제뉴스,7541,https://i.ytimg.com/vi/DS-T-2fbE8g/sddefault.jpg,제히히TV JheeHee,UCf8iOCjmmX7GIMGQ42N0Ffg,2021-08-09,,미국뉴스 미국병원
"더 빨라진 지구온난화…""대응 시간 얼마 안 남았다"" / 연합뉴스TV (YonhapnewsTV)",/watch?v=rMdzdil9Mk0,Live|News|Yonhapnews TV|뉴스|생방송|실시간|지구온난화,1874,https://i.ytimg.com/vi/rMdzdil9Mk0/sddefault.jpg,연합뉴스TV,UCTHCOPwqNfZ0uiKOvFyhGwg,2021-08-09,"더 빨라진 지구온난화…""대응 시간 얼마 안 남았다""

[앵커] 

올해 전 세계적으로 폭염과 산불 등 기상이변이 속출하고 있는데요. 

정부 간 기후변화 협의체, IPCC는 지구온난화가 예상보다 빨리 진행되면서 앞으로 기후변화에 대응할 수 있는 시간이 얼마 남지 않았다고 경고했습니다. 

김재훈 기상 전문기자입니다.

[기자]

관측 사상 최악의 홍수가 할퀸 독일. 

극심한 가뭄에 시달리는 북미 대륙.
 
전례없는 산불로 재난영화를 방불케 하는 그리스까지.

올해도 기상이변이 지구촌을 강타하고 있습니다.

기후위기가 현실화 되는 가운데, 정부 간 기후협의체 IPCC가 새로운 보고서를 내놓았습니다.

[변영화 / 국립기상과학원 연구관] ""온실가스 농도의 증가로 인해 관측된 기온 상승이 분명히 인간의 영향에 의한 온난화의 기여도와 일치한다는 사실에 주목하고 있습니다.""

지구의 온도는 산업화 이전(1850년) 대비 1.09도 상승했습니다.

IPCC는 기후변화에 대응할 수 있는 최대 기온 상승 폭을 1.5도로 정했습니다.

하지만 지구온난화가 예상보다 더 빨리 진행되면서 1.5도 상승이 20년 안에 도달할 것이라는 전망이 나왔습니다.

기후변화를 멈출 수 있는 시간이 얼마 남지 않았다는 것입니다.

[이준이 / 부산대학교 기후과학연구소 교수] ""2030년 정도가 되면 개별 해들이 1.5도 이상의 온도 상승을 나타낼 가능성이 매우 높다고 평가되었습니다.""

산업화 대비 기온 상승 폭이 1.5도에 도달하면 50년에 한번 꼴로 나타난 극한 폭염 빈도가 8.6배나 증가합니다.

북극의 온난화는 2배가량 빨리 진행돼, 2050년 전에 빙하가 모두 녹을 것으로 전망됐습니다.

IPCC는 기상이변은 더 잦아질 것이라며, 온실가스의 강력한 감축만이 온난화를 억제할 수 있다고 강조했습니다.

IPCC 6차 종합보고서는 내년 9월에 최종 승인될 예정입니다.

연합뉴스TV 김재훈입니다. (kimjh0@yna.co.kr)
    
연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23

▣ 연합뉴스TV 유튜브 채널 구독
https://goo.gl/VuCJMi
▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TV
http://www.yonhapnewstv.co.kr/",지구온난화가 연합뉴스tv
"[백브리핑] 김연경 선수에 ""포상금 얼마""…답정너 인터뷰? / JTBC 뉴스룸",/watch?v=jQCKpXE11hw,JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|배구협회|배협|배구팀 입국|배구|여자배구|코보|김연경|김연경 인터뷰|김연경 입국|한국배구연맹|배구 인터뷰|올림픽 포상금|배구 포상금,2136,https://i.ytimg.com/vi/jQCKpXE11hw/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-10,"어제(9일) 귀국한 올림픽 여자 배구 대표팀의 기자회견입니다.

사회를 맡은 유애자 경기감독관, 김연경 선수로부터 소감을 들은 뒤 첫 질문을 던집니다.

[유애자/경기 감독관 : 포상금이 역대 최고로 준비돼 있는 것 아시죠?]

[김연경/배구 국가대표 : 아…네, 네.]

[유애자/경기 감독관 : 금액도 알고 계신가요?]

[김연경/배구 국가대표 : 대충 알고 있습니다.]

대뜸 돈, 포상금 얘기를 꺼낸 겁니다.

김 선수가 애써 넘어가려 했지만,

[김연경/배구 국가대표 : 대충 알고 있습니다.]

[유애자/경기 감독관 : 아… 얼마? 얼마라고?]

[김연경/배구 국가대표 : 6억 아니에요, 6억?]

그제서야, 원하는 답이 나온듯 말을 이어 갑니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/547/NB12019547.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#최종혁기자 #백브리핑 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)",경기감독관 한국배구연맹
"[풀영상][KBS뉴스 D-Live][코로나19]신규 확진 1,540명/탁구 정영식·이상수 인터뷰/8월 10일 14:00~16:00",/watch?v=GfeXQslsGm8,거리두기|4단계|3단계|중앙방역대책본부|질병관리청|폭염특보|기상청|열대야|수도권|비수도권|올림픽|폐막식|도쿄|파리|차영주|와이즈경제연구소|디라이브|딜라이브|올림픽탁구|탁구정영식|탁구이상식|기후위기|이재용가석방|전두환출석,1807,https://i.ytimg.com/vi/GfeXQslsGm8/sddefault.jpg?v=611229f3,KBS News,UCcQTRi69dsVYHN3exePtZ1A,2021-08-10,"코로나19 신규 확진자가 하루 새 1,540명 늘어 월요일 발생 기준 최다를 기록했습니다. 백신 1차 접종자는 43만 3천여 명 늘어 누적 1차 접종자는 2,137만여 명입니다. 인구 대비 1차 접종률은 41.6%, 접종 완료 비율은 15.4%입니다. 중앙방역대책본부 브리핑을 통해 자세한 코로나19 상황을 알아보겠습니다.

2020 도코올림픽 남자 탁구 동메달전에서 아쉽게 난적 일본에 졌지만 누구보다 최선을 다한 정영식, 이상수 선수를 만나봅니다. 

기후위기에 대응할 시간이 얼마 안 남았다는 경고가 나왔습니다. 유엔 산하 기후 협의체에서 앞으로 20년 안에 지구 기온이 산업화 이전보다 1. 5도 넘게 올라갈 가능성이 높다고 했는데요, 신방실 기상전문기자와 함께 자세한 내용을 짚어보겠습니다. 

#코로나19브리핑 #도쿄올림픽 #정영식 #이상수 #탁구",코로나19브리핑 중앙방역대책본부
"조그맣게 사과문 띄운 샤넬…""탈퇴하면 AS 불이익"" / SBS",/watch?v=lJ0UudIKuYM,KOREA NEWS|Korean News|News Network|SBS|SBS NEWS|SBS 뉴스|SEOUL BROADCASTING SYSTEM|yt:cc=on|개인정보유출|대한민국 뉴스|명품|부산|샤넬|서울 방송|에스비에스|에스비에스 뉴스|이름,3348,https://i.ytimg.com/vi/lJ0UudIKuYM/hqdefault.jpg,SBS 뉴스,UCkinYTS9IHqOEwR1Sze2JTw,2021-08-09,"고가명품 브랜드 샤넬이 최근 가격을 수차례나 올리면서 연 1조 원에 달하는 매출을 국내에서 올리고 있습니다. 하지만, 최근 일어난 고객 개인정보 유출 사건을 처리하는 모습을 보면 고객 보호와 관리는 명성에 걸맞지 않다는 비판이 나오고 있습니다.
한지연 기자가 취재했습니다.

원문 기사 더보기 
https://news.sbs.co.kr/y/?id=N1006423821
 

#SBS뉴스 #모닝와이드 #샤넬

▶SBS 뉴스 채널 구독하기 : https://n.sbs.co.kr/youtube 
▶SBS 뉴스 라이브 : https://n.sbs.co.kr/youtubeLive , https://n.sbs.co.kr/live 

▶SBS 뉴스 제보하기
홈페이지: https://n.sbs.co.kr/inform 
애플리케이션: 'SBS뉴스' 앱 설치하고 제보 - https://n.sbs.co.kr/App 
카카오톡: 'SBS뉴스'와 친구 맺고 채팅 - https://pf.kakao.com/_ewsdq/chat 
페이스북: 'SBS뉴스' 메시지 전송 - https://www.facebook.com/sbs8news 
이메일: sbs8news@sbs.co.kr 
문자: #6000 
전화: 02-2113-6000 

홈페이지: https://news.sbs.co.kr/ 
페이스북: https://www.facebook.com/sbs8news 
트위터: https://www.twitter.com/sbs8news
카카오톡: https://pf.kakao.com/_ewsdq
인스타그램: https://www.instagram.com/sbsnews",대한민국 개인정보유출
백화점 판매 최대 증가…슈퍼·잡화점 최대 감소 (2021.08.10/12MBC뉴스),/watch?v=kdGq3Cqk5Vc,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|백화점|슈퍼|잡화점,2122,https://i.ytimg.com/vi/kdGq3Cqk5Vc/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"지난 2분기 백화점 판매가 역대 최대로 증가한 반면 슈퍼와 잡화점 판매는 역대 최대로 감소한 것으로 나타났습니다.

https://imnews.imbc.com/replay/2021/nw1200/article/6292437_34908.html

#백화점, #슈퍼, #잡화점",정오뉴스 뉴스데스크
210810 연합뉴스TV 뉴스포커스 구본아 기상캐스터,/watch?v=8ERuGnoyJDc,아나운서|기상캐스터|이귀주|김하윤|인스타라이브|김지효|배혜지|날씨요정|강아랑|심비|스트리머|심비스트리머|simbi0914|심용남|simbi|밀크티녀|교통캐스터,2752,https://i.ytimg.com/vi/8ERuGnoyJDc/sddefault.jpg,기상캐스터,UC8_cmReQBSvXnNc4PWmHPJA,2021-08-09,,연합뉴스tv 뉴스포커스
"""대통령께 감사 인사""…배구협회, 김연경에 강요 인터뷰 논란 [뉴스 9]",/watch?v=b-pqiOY_fTY,TV조선|티비조선|조선일보|종편|종합편성|TV조선뉴스|뉴스|뉴스프로그램|NEWS|채널19|CH19|뉴스9|뉴스7|포커스|신동욱|윤우리,1876,https://i.ytimg.com/vi/b-pqiOY_fTY/sddefault.jpg,뉴스TVCHOSUN,UCWlV3Lz_55UaX4JsMj-z__Q,2021-08-10,"우리 여자 배구 국가대표단이 어제 저녁 늦게 귀국했고, 바로 연이어, 주장 김연경 선수의 기자회견이 열렸습니다. 그런데, 여기서 진행된 인터뷰가 논란입니다. 사회자가 포상금을 묻고, 대통령에 감사 인사를 반복적으로 요구한 건데요, 배구협회는 농담 차원이었다는 해명입니다. 당시 상황 보면서, 판가름 해보시죠.

[Ch.19]  사실을 보고 진실을 말합니다.

👍🏻 공식 홈페이지 http://news.tvchosun.com/
👍🏻 공식  페이스북 https://www.facebook.com/tvchosunnews/
👍🏻 공식 트위터 https://twitter.com/TVChosunNews

* 뉴스제보 : 이메일(tvchosun@chosun.com), 카카오톡(tv조선제보), 전화(1661-0190)",tv조선뉴스 반복적으로
"윤석열, 이젠 정책 승부?…자문단 꾸리고 정책 ‘목청’ | 뉴스A",/watch?v=sLNxyogMfqk,국민의힘|윤석열|자문단,1548,https://i.ytimg.com/vi/sLNxyogMfqk/sddefault.jpg,채널A 뉴스,UCfq4V1DAuaojnr2ryvWNysw,2021-08-10,"윤석열, 이젠 정책 승부?…자문단 꾸리고 정책 ‘목청’

윤석열, 최재형 두 주자, 세 불리기만 할뿐 정책이나 공약이 없다는 공격을 받고 있죠. 윤석열 전 총장, 오늘 대선 공약을 만들 자문단 명단을 발표했습니다. 외교안보 인사가 가장 많았는데, 이중엔 문재인 정부에서 북핵 문제를 총괄했던 인사가 참여해 눈길을 끕니다. 최재형 전 원장은 ""공공이 아닌 시장이 해결해야 한다""며 현 정부 부동산 정책을 비판했습니다. 조영민 기자입니다. 

○ 기사 보기
http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000261636

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램 방송시간]

〈평일〉
08시 50분 김진의 돌직구 쇼
12시 00분 뉴스A 라이브
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 10분 토요랭킹쇼·뉴스A 라이브
19시 00분 뉴스A

#채널A뉴스 #뉴스A #윤석열

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews",카카오스토리 채널a뉴스
"박범계, '이재용 특혜' 거듭 부인…여당 내에서도 비판 (2021.08.10/뉴스데스크/MBC)",/watch?v=scMKTr5y9js,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이재용 가석방|삼성|박범계|법무부,5533,https://i.ytimg.com/vi/scMKTr5y9js/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-10,"이재용 삼성전자 부회장 가석방 결정에 대한 후폭풍이 거세게 일고 있습니다. 
어제 가석방을 승인한 박범계 법무 장관은 오늘도 '특혜 논란'을 거듭 부인했는데요. 하지만 시민사회 단체와 진보 진영은 물론이고, 여당 내에서도 비판이 잇따르고 있습니다.

https://imnews.imbc.com/replay/2021/nwdesk/article/6292551_34936.html

#이재용가석방, #삼성, #박범계",뉴스데스크 이재용가석방
"[YTN 실시간뉴스] 이재용 가석방 결정...""경제 상황 고려"" vs ""재벌 특혜"" / YTN",/watch?v=xNVkd1FC2Vg,source:영상|type:방송|genre:사회|format:기타,2215,https://i.ytimg.com/vi/xNVkd1FC2Vg/sddefault.jpg,YTN news,UChlgI3UHCOnwUGzWzbJ3H5w,2021-08-09,"■ 오늘 발표될 코로나19 새 환자 수는 1,400명대에서 많게는 1,500명 안팎으로 월요일 기준 최다 확진 기록을 넘어설 전망입니다.

■ 정부가 방역 사각지대에 놓인 불법체류자들에게도 백신 접종을 하기로 했지만, 예약 절차가 복잡한 데다 방법도 지자체마다 달라 혼란이 빚어지고 있습니다.

■ 법무부가 이재용 삼성전자 부회장을 가석방하기로 결정한 데 대해 경영계는 환영의 뜻을 밝혔지만, 노동계와 시민사회단체는 강하게 반발했습니다. 정치권 반응도 엇갈리고 있습니다.

■ 한미연합훈련이 오늘부터 사전연습을 시작으로 후반기 연합훈련 일정에 돌입합니다. 한미 군 당국은 참가병력만 축소해 일정을 예정대로 진행할 방침인데 훈련 중단을 요구해온 북한이 어떤 반응을 내놓을지 주목됩니다.

■ 금융 산업 분리규제 적용을 받지 않는 인터넷전문은행 카카오뱅크의 마이너스통장 대출 금리가 5대 시중은행보다 높은 것으로 나타났습니다. 금융 혁신 역할을 자임했지만, 영업이익 대부분을 이자에서 얻고 있어 기존 은행과 다를 바 없다는 비판이 나옵니다.

■ 지구 온난화의 속도가 당초 예측보다 훨씬 빨라졌다는 기후변화 평가보고서가 발표됐습니다. 최근 잇따르는 폭염과 폭우 등이 다가올 기후 재앙의 예고편이라는 분석도 나왔는데 세계 지도자들은 인류에 대한 심각한 경고라며 즉각적 행동에 나설 것을 촉구했습니다

▶ 기사 원문 : https://www.ytn.co.kr/_ln/0103_202108100617423528
▶ 제보 하기 : https://mj.ytn.co.kr/mj/mj_write.php

▣ YTN 유튜브 채널 구독 : http://goo.gl/Ytb5SZ

ⓒ YTN & YTN plus 무단 전재 및 재배포금지",시중은행보다 불법체류자들에게도
"'국정농단' 이재용 가석방…""국가 경제 상황 고려"" (2021.08.10/뉴스투데이/MBC)",/watch?v=BAe4eVhIh7k,MBC|MBC뉴스|뉴스데스크|newsdesk|뉴스투데이|newstoday|8시뉴스|아침뉴스|뉴스|정오뉴스|news|이재용|가석방,1904,https://i.ytimg.com/vi/BAe4eVhIh7k/sddefault.jpg,MBCNEWS,UCF4Wxdo3inmxP-Y59wXDsFw,2021-08-09,"국정농단 사건으로 복역 중인 이재용 삼성전자 부회장이 이번 주 금요일 가석방으로 출소합니다. 
법무부는 국가경제 상황 등을 고려한 결정이었다고 밝혔는데, 특혜 논란도 여전합니다.

https://imnews.imbc.com/replay/2021/nwtoday/article/6292317_34943.html
#이재용, #가석방, #국정농단",여전합니다 출소합니다
[날씨] 오늘 '말복' 더위 한풀 꺾여…곳곳 강한 소나기 / 연합뉴스TV (YonhapnewsTV),/watch?v=UiARn9SerUU,Live|News|Yonhapnews TV|뉴스|생방송|실시간,1400,https://i.ytimg.com/vi/UiARn9SerUU/sddefault.jpg,연합뉴스TV,UCTHCOPwqNfZ0uiKOvFyhGwg,2021-08-09,"[날씨] 오늘 '말복' 더위 한풀 꺾여…곳곳 강한 소나기

[앵커]

오늘 말복입니다.

더위는 한풀 꺾이고, 곳곳으로 강한 소나기가 쏟아지겠습니다. 

동쪽지방 중심으로는 우박이 떨어지는 곳도 있겠는데요. 

자세한 날씨는 기상캐스터 연결해 알아보겠습니다. 

구본아 캐스터.

[캐스터]

오늘은 삼복 가운데, 마지막 복날 말복입니다. 

날씨도 이를 아는지, 오늘을 기점으로 더위도 한풀 꺾이겠습니다. 

오늘 낮 기온은 어제와 비교하면 1도에서 많게는 4도가량 내려가겠고요. 

오늘 낮 동안 서울과 강릉, 대구와 부산 모두 30도가 예상됩니다. 

오늘은 더위보다는 강한 소나기에 주의를 해야겠습니다. 

천둥, 번개를 동반해 국지적으로 강하게 쏟아지겠고요. 

시간당 50mm 이상의 세찬 빗줄기가 내리는 곳도 있겠습니다. 

동쪽 내륙에서는 우박도 떨어질 가능성이 있어, 농작물에 피해 없도록 미리 대비를 해주시기 바랍니다.

당분간 더위는 주춤할 텐데요. 

내일부터 다시 2차 장마전선의 영향을 받겠습니다. 

내일 오전 제주도를 시작으로 모레는 남해안에도 비가 오겠고요. 

주 후반에도 남부지방과 제주를 중심으로 비가 내리는 날이 많겠습니다. 

참고하시기 바랍니다.

지금까지 날씨 전해드렸습니다. 

(구본아 기상캐스터)
    
연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23

▣ 연합뉴스TV 유튜브 채널 구독
https://goo.gl/VuCJMi
▣ 대한민국 뉴스의 시작 연합뉴스TV / Yonhap News TV
http://www.yonhapnewstv.co.kr/",말복입니다 연합뉴스tv
이재용 가석방 결정…‘맞춤형 특혜‘ 논란 | 뉴스A 라이브,/watch?v=fTmT2yaDRSA,가석방|이재용|특혜,4102,https://i.ytimg.com/vi/fTmT2yaDRSA/hqdefault.jpg,채널A 뉴스,UCfq4V1DAuaojnr2ryvWNysw,2021-08-09,"이재용 가석방 결정…‘맞춤형 특혜‘ 논란

■ 방송 : 채널A 뉴스A 라이브 (12:00~13:20)
■ 방송일 : 2021년 8월 10일 (화요일)
■ 진행 : 황순욱 앵커
■ 출연 : 김성완 시사평론가, 손정혜 변호사, 이수희 변호사

[황순욱 앵커]
국정농단 사건으로 복역 중이던 이재용 삼성전자 부회장. 재수감 207일 만에 가석방될 예정입니다. 법무부는 국가 경제 상황 등을 고려한 결정이었다고 밝혔습니다. 한편에서는 이재용 부회장의 가석방을 놓고 재벌 특혜라는 비판이 지금 거세게 일고 있습니다. 법무부가 심사 기준을 완화하면서까지 이 부회장을 가석방시킨 게 아니냐. 이런 비판을 하고 있는데요. 손 변호사님, 그건 근거가 있죠. 
--------------------------------------------
* 위 텍스트는 실제 토크 내용의 일부분입니다. 전체 토크 내용은 동영상으로 확인하시기 바랍니다.
* 정리=정우식 인턴 

○ 기사 보기
http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000261582

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램 방송시간]

〈평일〉
08시 50분 김진의 돌직구 쇼
12시 00분 뉴스A 라이브
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 10분 토요랭킹쇼·뉴스A 라이브
19시 00분 뉴스A

#채널A뉴스 #뉴스A라이브 #뉴스alive #이재용가석방 #삼성 #맞춤형특혜 #이재용

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews",이재용가석방 일부분입니다
"[핫플]박지원 국정원, 간첩 왜 지금 잡았나 | 김진의 돌직구 쇼 801 회",/watch?v=BbXY7Ku6Lpg,박지원|간첩|정부,112765,https://i.ytimg.com/vi/BbXY7Ku6Lpg/sddefault.jpg,채널A 김진의 돌직구쇼,UCRofX42ugIM1JKnCjfXm9LA,2021-08-09,"[핫플]박지원 국정원, 간첩 왜 지금 잡았나 | 김진의 돌직구 쇼 801 회

박지원, 간첩 왜 지금 잡았나…그 이유는?
박지원 ＂간첩이 있으면 잡는 게 국정원＂
정부, 2024년부터 경찰로 간첩수사 넘겨

[2021.8.10 방송] 김진의 돌직구쇼 801회 

○ 영상 보기
http://www.ichannela.com/program/template/video_detailPage.do?publishId=000000261546&subCateCode=050133

▶채널A뉴스 구독
https://www.youtube.com/tvchanews?sub_confirmation=1

[채널A 뉴스·시사 프로그램 방송시간]

〈평일〉
08시 50분 김진의 돌직구 쇼
12시 00분 뉴스A 라이브
17시 20분 뉴스TOP10
19시 00분 뉴스A

〈주말〉
12시 10분 토요랭킹쇼·뉴스A 라이브
19시 00분 뉴스A

#채널A뉴스 #김진의돌직구쇼 #돌직구쇼 #박지원 #국정원 #간첩

▷ 홈페이지 http://www.ichannela.com/news/main/news_main.do
▷ 페이스북 https://www.facebook.com/channelanews
▷ 카카오스토리 https://story.kakao.com/ch/channelanews",박지원 김진의돌직구쇼
"김여정, 한·미 훈련 비난 뒤…남북 통신선 다시 불통 / JTBC 뉴스룸",/watch?v=l8M20Jq9TtA,트럼프 대통령|김정은 위원장|문재인|문재인 대통령|문 대통령|트럼프|문재인 트럼프|한미회담|한미정상회담|북미정상회담|비핵화|완전한 비핵화|FVVD|북미실무협상|종전선언|북미 적대 관계 종결|북핵동결|폼페이오|볼턴|비건|비건 대표|싱크탱크|평화체제|북미수교|비핵화 상응조치|비핵화 중단|비핵화 협상|북미 대화|빅딜|남북미 회담|대북제재|대북제재 유예|종전|JTBC|JTBC NEWS|뉴스|뉴스룸|손석희|newsroom|sohnsukhee|제이티비씨|제이티비씨 뉴스|ㅓ슟|제이티비시|제이티비시 뉴스|안나경|한민용|오대영|김여정|한미훈련|한미연합훈련|남북 통신선|남북 연락사무소,1346,https://i.ytimg.com/vi/l8M20Jq9TtA/sddefault.jpg,JTBC News,UCsU-I-vHLiaMfV_ceaYz5rQ,2021-08-10,"한·미 연합훈련의 사전연습이 오늘(10일) 시작됐습니다. 북한은 배신적 처사라며 강하게 반발했고, 2주 전 복원된 '남북 간 통신선 통화'에도 응하지 않았습니다. 우리 군은 연합훈련은 한미동맹 차원에서 결정할 사안이라고 했습니다.

▶ 기사 전문 https://news.jtbc.joins.com/html/567/NB12019567.html
▶ 뉴스룸 다시보기 (https://bit.ly/2nxI8jQ)

#이근평기자 #JTBC뉴스룸 
☞JTBC유튜브 구독하기 (https://bit.ly/2hYgWZg)
☞JTBC유튜브 커뮤니티 (https://bit.ly/2LZIwke)

#JTBC뉴스 공식 페이지
(홈페이지) https://news.jtbc.joins.com
(APP) https://bit.ly/1r04W2D

페이스북 https://www.facebook.com/jtbcnews
트위터 https://twitter.com/JTBC_news
인스타그램 https://www.instagram.com/jtbcnews

☏ 제보하기 https://bit.ly/1krluzF
방송사 : JTBC (https://jtbc.joins.com)",북미실무협상 한미연합훈련
